#;;;;;;;;;;;;;
EVTDESC46800;1911년 미국 탐험가 빙하이럼 빙엄이 잉카의 잃어버린 도시 마추픽추의 유적을 발견했습니다. 잉카 제국의 국력이 정점이던 15세기 전반기에 지어진 이 성채에 대해 대부분의 고고학자들은 잉카 황제 파차쿠티의 소유물로 여겼지만, 일부는 순수하게 종교적 성격을 지녔을 가능성을 주장하기도 했습니다. 빙엄은 더 면밀한 조사를 위해 복구한 유물을 미국으로 운반하려고 했으나, 페루 현지인들이 자신들의 문화유산을 훔쳤다며 그를 비난하면서 논란의 대상으로 떠올랐습니다.;;;;;;;;;;;;;
EVTOPTA46800;역사의 일부를 되찾았다!;;;;;;;;;;;;;
EVTNAME46801;구아노의 부;;;;;;;;;;;;;
EVTDESC46801;현재 구아노를 가공한 농업용 비료는 유럽과 북미 지역에서 큰 수요를 보이고 있습니다. $COUNTRY_ADJ$ 섬에 잠든 구아노가 큰 복을 가져다줄 수 있습니다. 추측에 의하면 페루 원주민들은 비료를 위해 이 섬을 1000년 이상 방문했다고 합니다. 가장 효율이 좋은 구아노는 구아나흰배쇠가마우지, 페루사다새 그리고 페루부비새라는 세 종의 새가 생산합니다. 역사학자들은 잉카 황제가 이 섬에 대한 접근을 제한하고 새를 해친 사람들을 처벌하는 등 구아노를 가치있게 여겼을거라 추측합니다.;;;;;;;;;;;;;
EVTOPTA46801;아! 성공의 향기로운 냄새로구나!;;;;;;;;;;;;;
EVTNAME31501;담배 금지!;;;;;;;;;;;;;
EVTDESC31501;지금까지 담배는 전세계적으로 유행해왔습니다. 이에 1837년 빈 당국이 담배를 금지했습니다.;;;;;;;;;;;;;
EVTOPTA31501;어쨌든 이젠 담배를 피우지 못한다!;;;;;;;;;;;;;
EVTNAME31502;프란츠 1세 붕어;;;;;;;;;;;;;
EVTDESC31502;오스트리아 황제 프란츠 1세가 67세의 나이로 사망하면서 정신적, 신체적으로 장애가 있는 아들 페르디난트 1세가 황위에 올랐습니다. 그는 정말 무능했기 때문에 클레멘스 벤체와 클레멘스 폰 메테르니히를 포함한 소위 비밀통치회의가 그를 대신해 국정을 꾸려나갔습니다.;;;;;;;;;;;;;
EVTOPTA31502;황제시여 장수하소서!;;;;;;;;;;;;;
EVTNAME31503;헝가리인들의 언어!;;;;;;;;;;;;;
EVTDESC31503;헝가리 의회에서 헝가리어를 사용하기 시작했습니다. 이는 이중제국 내의 헝가리인의 자주성 및 지위 강화를 위함이라고 합니다.;;;;;;;;;;;;;
EVTOPTA31503;이로 인해 그들의 기분이 좋아진다면, 헝가리어를 사용하게 내버려 둔다!;;;;;;;;;;;;;
EVTNAME31504;나트스헤르타니에;;;;;;;;;;;;;
EVTDESC31504;세르비아인 일리아 가라스하닌이 <나트스헤르타니에>를 통해 모든 남슬라브인들이 단결해 압제자 오스트리아와 오스만에 대항하는 투쟁에 참가할 것을 요구했습니다. 그의 글은 남슬라브 민족주의자들의 첫 목표로 자리잡았습니다.;;;;;;;;;;;;;
EVTOPTA31504;남슬라브인의 자유? 웃기는 소리군.;;;;;;;;;;;;;
EVTNAME31505;황후 시씨;;;;;;;;;;;;;
EVTDESC31505;시씨라는 별명을 가진 바이에른 공주 엘리자베트가 1854년 오스트리아 황제 프란츠 요제프 1세와 결혼했습니다. 시씨는 종종 예법을 완전히 무시하는 파격적인 행동을 보여 주변인들을 매료시켰습니다. 1898년 시씨는 제네바에서 살해당했습니다.;;;;;;;;;;;;;
EVTOPTA31505;만세!;;;;;;;;;;;;;
EVTNAME31506;새로운 영화관을 향해;;;;;;;;;;;;;
EVTDESC31506;솜씨가 뛰어난 베네치아인 설계가 요셉 우버가 보스턴 오페라 회사에서 일하기 시작했습니다. 이후 미국 극장의 테마들은 분명하게 유럽의 경향을 따라가면서 격정적이고 화려하며 강렬한 느낌을 주기 시작했습니다.;;;;;;;;;;;;;
EVTOPTA31506;예술적인 천재다.;;;;;;;;;;;;;
EVTNAME33004;슐레스비히 독일화;;;;;;;;;;;;;
EVTDESC33004;슐레스비히의 독일인 정부가 독일어 교육 시행과 덴마크 거주민 축출을 통해 이 지역의 반독일적 요소를 희석하자고 제안해왔습니다. 슐레스비히 지방의 덴마크인과 독일인은 수년전 이 분쟁지역을 덴마크가 병합한 이후 계속해서 반목하고 있습니다. 지역의 독일화가 항상 최우선이기는 하지만 여전히 많은 저항 요소가 존재합니다. 현재 이 제안은 라이크스타크(의회)에서 논의 절차를 밟고 있습니다. 어떻게 해야 할까요?;;;;;;;;;;;;;
EVTOPTA33004;독일인의 슐레스비히를 만들자!;;;;;;;;;;;;;
EVTOPTB33004;슐레비스비히의 덴마크인들은 위협이 되지 않는다.;;;;;;;;;;;;;
EVTNAME33300;화재!;;;;;;;;;;;;;
EVTDESC33300;큰 비극입니다! 바덴 카를스루에에 위치한 한 극장이 불타버렸습니다. 당국은 건물의 목조적 구성이 화재 확산에 기여한 것으로 보인다고 밝혔습니다. 불은 공연 도중에 피어올라 필사적으로 건물 밖으로 피하려던 관중들에게 공포감을 불러일으켰습니다. 한편 내부로 열리는 탈출구는 관중들의 빠른 탈출을 방해했고, 결국 이번 참사로 63명이 목숨을 잃었습니다.;;;;;;;;;;;;;
EVTOPTA33300;비극이다!;;;;;;;;;;;;;
EVTNAME33400;발할라;;;;;;;;;;;;;
EVTDESC33400;그리스 신전에서 유행하였고 노르만 신화에서 전설적이라고 이름 붙여진 고대 그리스 기념상인 발할가 레겐스부르그 근처에 있는 도나우스트에서 1842년에 대중들에게 공개되었다.이 명예의 전장에서, 유명한 독일인들의 흉상이 대중들을 위해 전시되었다. ;;;;;;;;;X;;;x;;;;;;;;;;;;;;
EVTOPTA33400;멋지군!;;;;;;;;;;;;;
EVTNAME33401;롤라 몽테스;;;;;;;;;;;;;
EVTDESC33401;국왕 루트비히 1세가 백작 부인의 칭호를 준 무용수 로라 몬테스와 관계를 가진 것은 그가 퇴위하는 원인이 되었습니다. 보수적인 카톨릭교도는 루트비히 1세가 퇴위해야할 정도로 두 사람의 사이의 관계에 강하게 반발했습니다. 로라 몬테스의 최후는 뉴욕에서 빈곤으로 사망했습니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;
EVTOPTA33401;가증스럽다!;;;;;;;;;;;;;
EVTNAME33402;노이에 피나코테크;;;;;;;;;;;;;
EVTDESC33402;1836년에 설립된 노이에 피나코테크는 1853년에 일반에 개방되었습니다. 미술관은 거장들의 명작의 수집에 주력하였습니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,
EVTOPTA33402;대중을 위한 예술이다!;;;;;;;;;;;;;
EVTNAME33403;리하르트 바그너;;;;;;;;;;;;;
EVTDESC33403;작곡가 리하르트 바그너가 바이로이트에 축제 극장을 완성시켰습니다. 지금부터 이곳에서 매년 위대한 독일의 작품을 상연하는 축제가 개최된다고 합니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,,,
EVTOPTA33403;천재적 예술가다.;;;;;;;;;;;;;
EVTNAME35000;윈저 가문;;;;;;;;;;;;;
EVTDESC35000;이번 전쟁에서는 대영제국이 독일에 도전해 오고 있습니다. 그 때문에 우리의 영국에 사는 사촌은 자신의 명성을 지키기 위해 가명을 버리는 것을 결심한 것 같습니다! 그들은 이제 윈저 가문을 자칭하고 있습니다. 이제 우리 공국과 그들의 가족 사이에 있던 관계에 연결을 끊었습니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,,,,,,,,
EVTOPTA35000;피는 물보다 진하다.;;;;;;;;;;;;;
EVTNAME36200;헌법 서명;;;;;;;;;;;;;
EVTDESC36200;슐레스비히-홀슈타인 및 프로이센과 전쟁을 치루던 덴마크 국왕 프레데리크 7세가 헌법에 서명했습니다. 그 내용은 의회 선거, 징병제, 그리고 절대왕정 포기를 인정한다는 것입니다. 왕은 여전히 다수당에서 내각을 선임하고 법률을 승인할 권리를 가집니다. 그러나 덴마크에 진정한 민주주의가 탄생한 것은 분명한 사실입습니다.;;;;;;;;;;;;;
EVTOPTA36200;국왕 폐하 만세!;;;;;;;;;;;;;
EVTNAME36201;최초의 사회주의 운동;;;;;;;;;;;;;
EVTDESC36201;1871년, 루이스 피오는 사회주의 인터내셔널 덴마크 지부를 결성하고 사회 개혁과 노동자의 단결을 호소하기 시작했습니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,,,,,,,,,,
EVTOPTA36201;위험한 사상이 퍼지고 있다!;;;;;;;;;;;;;
EVTNAME36202;코펜하겐 공원에서의 충돌;;;;;;;;;;;;;
EVTDESC36202;1872년, 몇개월에 걸친 파업 후 루이스 피오는 코펜하겐의 공원에서 대규모 야외 집회의 개최를 호소했습니다. 경찰은 집회의 개최를 허용했습니다. 그러나, 파업중인 노동자들과 기마 경찰과 군의 순찰 부대와의 사이에 대규모 충돌이 발생했습니다. 따라서 경찰은 루이스 피오, 그 외의 사회주의 운동의 지도자들을 체포했습니다. 재판에서는 피오에게 징역 5년의 판결이 내려졌습니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,,,,,,
EVTOPTA36202;놈들을 투옥한다!;;;;;;;;;;;;;
EVTOPTB36202;놔둔다.;;;;;;;;;;;;;
EVTNAME36203;로우이스 피오 이주;;;;;;;;;;;;;
EVTDESC36203;1875년, 사회주의 운동의 지도자 루이스 피오는 국왕 생일에 사면으로 석방되고 성장하는 사회민주주의 운동을 지도하기 위해 복귀했습니다. 그러나 그의 지도는 몇가지 충돌을 일으켰습니다. 그리고 1875년말, 그는 돌연 미국으로 이주했습니다. 경찰이 그를 매수하여 국외로 이주시킨 것이 밝혀진 것은 나중의 일입니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,,,,,,
EVTOPTA36203;돈으로 매수해서 꺼지게 한다.;;;;;;;;;;;;;
EVTOPTB36203;놔둔다.;;;;;;;;;;;;;
EVTNAME36204;덴마크령 서인도제도의 노예 반란;;;;;;;;;;;;;
EVTDESC36204;1848년, 덴마크령 버진제도에서 노예의 반란이 발생했습니다. 총독 페터 반 스홀텐은 무력에 의해 반란을 진압하는 것보다 노예를 해방해야한다고 결정했습니다. 반 스홀텐은(노예의 아이로서 출생한 아기는 모두 자유롭게 한다)고 정한 1847년의 법률을 노예 해방의 근거로 인용했습니다. 반 스홀텐의 결단은 농장 경영자로부터 강한 저항을 받았습니다. 그는 덴마크 본국에 소환되어 기소되었습니다. 그러나 최종적으로 대법원은 그를 무죄로 판결했습니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;
EVTOPTA36204;노예를 해방한다.;;;;;;;;;;;;;
EVTOPTB36204;반란을 진압한다.;;;;;;;;;;;;;
EVTNAME36205;코펜하겐의 방비 강화;;;;;;;;;;;;;
EVTDESC36205;1866-1892년까지 25여개 이상의 현대적 요새를 셸란섬에 건설해왔습니다. 이는 독일의 위협에서 코펜하겐을 방어하기 위함입니다.;;;;;;;;;;;;;
EVTOPTA36205;코펜하겐의 방비를 강화할 필요가 있다.;;;;;;;;;;;;;
EVTOPTB36205;이것은 불필요한 지출이다.;;;;;;;;;;;;;;;;;;;;;;;;;;,,,,,,,,,
EVTNAME36206;폰 쾰러의 독일화 운동;;;;;;;;;;;;;
EVTDESC36206;쇠네르윌란 상실 이후 에른스트 마티아스 폰 쾰러는 이전에 덴마크령이었던 지역에서 독일화를 추진하기 위해 탄압 운동을 시작했습니다. 이 운동에 의해 덴마크계 시민은 추방되었습니다. 또 1888년 초에 제정된 법률에 의해 공립학교에서는 독일어만을 사용하는 것을 엄격히 요구했습니다.;;;;;;;;;X;;;x;;;;;;;;;;;;;;,,,
EVTOPTA36206;좋지 않다!;;;;;;;;;;;;;
EVTNAME36207;총파업;;;;;;;;;;;;;
EVTDESC36207;1899년 여러 노동조합으로 이루어진 동맹이 모여 총파업을 선언했습니다.;;;;;;;;;;;;;
EVTOPTA36207;빌어먹을!;;;;;;;;;;;;;
EVTNAME36208;알베르티 자수;;;;;;;;;;;;;
EVTDESC36208;페테르 아들레르 알베르티가 덴마크 국가예산의 20%에 필적하는 1500만크로네 이상의 공금을 자신의 은행에 사취해왔음을 자백했습니다. 그는 임기를 한 달 남짓 남기고 법무부 장관직을 사임했습니다. 알베르티의 해명에 따르면 상당한 부채를 갚으려 국고를 횡령했다는 것입니다. 그가 체포되면서 정권도 함께 붕괴했습니다.  알베르티와 그가 저지른 범죄의 은폐에 협력한 2명의 공범자 모두 탄핵 재판과 국사범 재판에 회부됐습니다.;;;;;;;;;;;;;
EVTOPTA36208;빌어먹을!;;;;;;;;;;;;;
EVTNAME36209;덴마크령 서인도제도 매각;;;;;;;;;;;;;
EVTDESC36209;미국에서 서인도제도를 매입하고 싶다는 요청을 전해왔습니다. 1917년 매각의 시비를 묻는 투표 끝에 덴마크는 현금거래로 섬을 매각했습니다.;;;;;;;;;;;;;
EVTOPTA36209;팔자!;;;;;;;;;;;;;
EVTNAME36210;조국 역사의 40가지 이야기;;;;;;;;;;;;;
EVTDESC36210;1882년 아돌프 디틀레브 요르겐센이 <조국 역사의 40가지 이야기>를 간행했습니다. 이 작품은 독일에 합병당한 슐레스비히의 덴마크계 주민들이 덴마크인으로서의 정체성을 유지하는데 뛰어난 도움을 주었습니다.
EVTOPTA36210;훌륭한 작품이다!;;;;;;;;;;;;;
EVTNAME36211;덴마크 황무지개척협회;;;;;;;;;;;;;
EVTDESC36211;1864년 전쟁의 결과 덴마크는 국토의 1/3을 잃었습니다. 그래서 전후 덴마크 황무지개척협회가 발족햇습니다. 이 협회의 목적은 '밖에서 잃은 것, 안에서 되찾자'라는 당시의 구호처럼 유틀란트반도의 황무지를 개척해 국력의 회복을 도모하는 것에 있었습니다.;;;;;;;;;;;;;
EVTOPTA36211;이 땅을 개척한다!;;;;;;;;;;;;;
EVTNAME36212;크리스티안스보르성 화재;;;;;;;;;;;;;
EVTDESC36212;1794년 화재로 대부분이 불탔던 부분을 재건한 크리스티안스보르성이 1884년에 다시 화재에 휩쓸려 주요 부분이 전소했습니다. 당시의 정치 정세로 인해 재건은 1907년에야 첫 삽을 떴습니다.;;;;;;;;;;;;;
EVTOPTA36212;맙소사, 또야!;;;;;;;;;;;;;
EVTNAME36213;뉘 칼스버그 글립토테크 미술관;;;;;;;;;;;;;
EVTDESC36213;1892년 칼스버그 양조회사 소유주 칼 야콥센이 뉘 칼스버그 글립토테크 미술관을 세웠습니다. 설립 초기에는 주로 칼 야콥센이 소유한 거대한 근대 조각상들을 전시했습니다. 그러나 시간이 흐르면서 고전 조각상도 전시하기 시작했습니다.;;;;;;;;;;;;;
EVTOPTA36213;훌륭하다! 대중을 위한 예술이다!;;;;;;;;;;;;;
EVTNAME36214;에스트루프 암살미수사건.;;;;;;;;;;;;;
EVTDESC36214;수년 동안 덴마크 총리를 역임한 야콥 에스트루프는 폭넓게 대중적인 정치인이 아니었습니다. 1885년 한 젊은 사회주의자가 총으로 그를 노렸지만, 총알이 코트의 단추에 맞는 바람에 그는 무사했습니다.;;;;;;;;;;;;;
EVTOPTA36214;나를 쏘려고 했군?;;;;;;;;;;;;;
EVTNAME36215;유나이티드 브루어리스;;;;;;;;;;;;;
EVTDESC36215;이 회사는 1891년에 코펜하겐에 있는 11 맥주공장이 합병해 탄생했습니다. 1894년에는 투보그사와 합병해 1903년에는 칼스버그사와 업무 제휴를 시작했습니다. 그 결과 덴마크에 매우 강력한 대규모 맥주 산업이 탄생했습니다. 유나이티드 브루어리스사와 칼스버그사와 합병한 것은 1969년의 일 입니다..;;;;;;;;;;;;;
EVTOPTA36215;음... 맥주다!;;;;;;;;;;;;;
EVTNAME36216;야곱 크리스티안 엘레하마;;;;;;;;;;;;;
EVTDESC36216;야곱 크리스티안 엘레하마는 덴마크에서 최초로 비행기를 제작한 인물입니다. 그가 최초로 비행한 날짜는 1906년 9월 12일입니다. 그는 또한 공랭식 엔진, 호버크래프트, 1912년 9월 1일에 비행한 헬리콥터 등 여러가지 물건을 만들었습니다.;;;;;;;;;;;;;
EVTOPTA36216;훌륭하다!;;;;;;;;;;;;;
EVTNAME36217;쇠렌 키에르케고르;;;;;;;;;;;;;
EVTDESC36217;1843년에 덴마크인 작가이자 철학자인 키에르케고르가 철학서 <이것이냐 저것이냐>를 출판했습니다. 키에르케고르는 일반적으로 실존주의 철학자의 창시자로 여겨집니다. 그는 자신의 신학적 관점을 다음과 같이 설명했습니다. '신은 인간과 다르며, 때문에 신에게는 자신의 대의명분이 승리했는지를 보여주는 눈에 보이는 증거가 중요하지 않습니다. 신은 오히려 다행스럽게도 비밀스럽게 봅니다. 신은 여러분이 새롭게 배울 수 있도록 도와줄 존재입니다. 신 덕분에 여러분은 눈에 보이는 증거만을 고집하는 세속적인 시각에서 벗어날 수 있습니다.';;;;;;;;;;;;;
EVTOPTA36217;사상이 정말로 자극적이다.;;;;;;;;;;;;;
EVTNAME36218;티볼리 공원 개원;;;;;;;;;;;;;
EVTDESC36218;게오르그 카르스텐센이라는 자가 코펜하겐 시내에서 요새시설이 있던 자리에 티볼리 공원을 개원했습니다. 이 공원은 최초의 유원지입니다;;;;;;;;;;;;;
EVTOPTA36218;모든 사람이 즐길 수 있군.;;;;;;;;;;;;;
EVTNAME36219;뢰딩 시민대학;;;;;;;;;;;;;
EVTDESC36219;뢰딩 시민대학은 특별히 하류층을 대상으로 한 학교입니다. 이후 수십년간 뢰딩대학의 뒤를 따라 많은 학교가 개교해 국가의 교육 수준을 극적으로 끌어올렸습니다. 이 학교는 일반적으로 소년 소녀 모두 받아들였습니다;;;;;;;;;;;;;
